Label,Seat tube length,Teeth on chainring 0,Wheel diameter front,Saddle height,Stack,Seat tube diameter,Head tube length textfield,Dropout spacing
2,420,39,736,718,565.6,31.8,100,130
2,530,36,670,756,565.6,31.8,195,135
1,560,48,674,750,565.6,28.6,144.6,130
1,520,53,674,750,565.6,31.8,145.3,130
1,375.2,38,670,550,565.6,31.8,93,130
1,637,53,689,800,565.6,31.8,195.4,135
1,607.8,53,674,780,565.6,31.8,191,130
1,596.7,53,674,718,565.6,31.8,145,130
1,490.5,53,636,630,559.2,28,114.5,130
1,515,53,674,718,565.6,31.8,145,130
1,563.4,53,674,718,565.6,31.8,145,130
2,405,36,692,725,542.6,29.8,110,135
1,619.4,52,674,800,565.6,29,168.6,130
2,444,36,736,718,641,31.8,116.3,135
2,430,40,699,718,560.5,31.8,108.1,135
1,515.1,53,674,718,565.6,31.8,145,130
1,545,48,674,718,,25.4,125,130
1,576.2,52,674,798,565.6,34.9,150,130
1,556,53,674,735,565.6,39.5,182,135
1,512.8,53,661,660,528,31.8,116,130
1,508.7,50,674,770,565.6,31.8,150,130
1,540,52,674,795,565.6,26.8,88.7,130
1,515,53,674,718,565.6,31.8,145,130
1,590.8,53,680,775.5,565.6,28.6,160.3,130
1,642.7,50,674,718,557.7,31.8,135,130
1,642.7,50,674,718,557.7,31.8,135,130
1,493.9,52,622,620,565.6,28.6,84.2,130
2,645.8,30,776,730,565.6,31.8,99.8,130
1,530,50,674,796,565.6,31.8,149.2,130
1,515,53,674,718,565.6,31.8,145,130
2,419,53,736,718,610,31.8,110,135
1,457,53,674,718,565.6,31.8,127,130
1,457,53,674,650,565.6,38.1,127,130
1,457.2,53,674,718,565.6,38.1,127,130
1,500,52,674,718,565.6,31.8,148,130
1,643,53,674,718,567.2,31.8,130,130
1,479.1,53,674,730,565.6,31.8,250.2,130
1,556.4,52,685,716.5,565.6,28.6,129.4,130
1,539,52,676,714.5,565.6,28.6,121.5,130
1,596.6,51,676,750,567.2,32,135.5,130
1,545,52,676,716,565.6,28.6,129.1,130
1,545,52,676,716,565.6,28.6,129.1,130
1,525,54,699.6,714,565.6,28.6,123.9,135
1,519.5,48,685,660,503.6,28.6,97.5,130
1,560.6,52,685,715,565.6,28.6,115.9,130
1,520.2,48,685,695,565.6,28.6,95.5,130
2,439,30,736,718,617,31.8,110,135
1,515,53,674,718,565.6,31.8,145,130
1,498.1,53,674,672,525,31.8,103.9,130
1,511,53,674,718,565.6,40,145,130
1,516.9,53,674,718,565.6,31.8,145,120
1,705,53,674,759,565.6,31.8,130,120
1,498.9,53,674,672,533,31.8,110.7,130
1,705,53,674,759,565.6,31.8,130,120
1,530,50,674,705,565.6,31.8,128,130
1,522.9,53,674,672,519,31.8,97.5,130
1,538.9,53,674,715,565.6,28.6,100.5,130
1,555,44,674,718,565.6,31.8,95,130
1,590,53,674,770,565.6,27.2,149.3,130
2,430,36,670,700,586,28.6,113.2,135
1,571.4,44,680,800,565.6,28.6,169.4,130
1,564,53,674,617.5,565.6,29.12,131.4,132.9
1,610,47,685,759,565.6,28.6,164.2,120
1,571.4,44,680,800,565.6,28.6,169.4,130
1,514.8,53,674,718,565.6,31.8,139.8,130
1,489.4,53,674,695,565.6,31.8,137.5,130
1,260,53,674,718,565.6,31.8,145,130
1,695.8,53,674,861,684.1,31.8,241.5,130
2,440.5,39,699,730,565.6,40,104.2,135
1,620,46,674,805.8,565.6,31.8,140,130
1,612.9,46,674,805.8,565.6,31.8,150,130
1,590,46,674,800,565.6,31.8,147.8,130
2,515,53,674,718,565.6,31.8,145,130
1,514.8,53,674,718,565.6,31.8,139.8,130
2,440.5,39,699,730,565.6,40,104.2,135
2,470.2,32,674,720,565.6,31.8,123.3,135
1,522.7,53,680,700,526,31.8,115.4,130
1,519.9,47,674,680,565.6,29,96.6,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,510,46,680,680,564.5,31.8,103.3,135
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,515.2,53,674,718,565.6,31.8,145,130
1,516,53,674,718,565.6,31.8,123.8,130
1,515.2,53,674,718,565.6,31.8,145,130
1,570.5,53,674,705.5,565.6,28.9,155,130
1,515.2,53,674,718,565.6,31.8,145,130
1,570.5,53,674,705.5,565.6,28.9,155,130
1,637.6,44,680,800,565.6,28.6,139.8,130
1,570.5,53,674,705.5,565.6,28.9,155,130
1,558.1,53,674,718,565.6,31.8,145,130
1,558.1,53,674,718,565.6,31.8,145,130
1,513.6,53,600,600,500,31.8,76.4,130
1,516.8,53,674,756,565.6,31.8,134,130
1,510.7,58,674,756,565.6,31.8,134,130
1,450,53,678,598,565.6,31.8,101.4,130
2,515.2,53,674,718,565.6,31.8,145,130
1,525,53,674,714,505.2,28.6,110,130
1,674.1,53,674,746,556.6,28.6,147,130
1,541,53,674,787,565.6,31.8,200,130
1,541,53,674,787,565.6,31.8,200,130
1,555.6,53,674,718,535,31.8,142,130
1,505,52,674,725,565.6,28.6,164,130
1,505,52,674,725,565.6,28.6,164,130
1,666,53,674,718,565.6,31.8,169.8,130
2,470,53,736,718,643,32.7,110,145
1,555.6,53,674,718,533.6,31.8,130.5,130
1,508,52,674,735,565.6,28.6,165.1,130
1,540,48,710,745,554.7,31.8,124,130
1,515.2,53,674,718,565.6,31.8,145,130
1,493.7,52,674,662,565.6,34.9,118.9,130
2,273.5,36,626,415,565.6,31.8,99,135
1,514.3,52,674,718,561.6,31.8,157,130
1,491.1,52,676,662,565.6,31.8,105.3,130
1,515.2,53,674,718,565.6,31.8,145,130
1,552.7,52,685,708,565.6,28.6,114.5,130
1,527.2,53,680,708,565.6,28.6,120,130
1,536.3,53,674,718,565.6,31.8,109.1,130
1,547.5,58,674,718,532.7,31.8,109.2,130
1,523.9,53,674,718,565.6,31.8,98.8,130
1,548.4,50,695,680,565.6,28.6,128.2,136
1,543.3,53,674,718,494.9,31.8,112,130
2,545,42,658,825,565.6,33.8,107.3,135
2,480,39,714,718,565.6,32.8,120,130
2,478,28,736,618,638.1,34.9,118.1,135
1,533.4,53,674,718,595,31.8,181.7,130
1,547.7,53,640,698,514.3,27.2,130.5,130
2,460,32,670,710,570,31.8,98.6,135
1,580,53,674,760,565.6,40,146,130
1,580,53,674,760,565.6,40,146,130
1,516.9,53,674,718,565.6,31.8,145,120
2,515,32,736,750,604,31.8,107.8,135
1,591.6,46,684,680,565.6,31.8,141,130
2,459.1,36,736,618,565.6,31.8,89.2,135
1,515.2,39,674,718,565.6,31.8,146.8,130
1,604.3,53,674,758,565.6,40.8,124.1,130
1,604.3,53,674,768,565.6,40.8,124.1,130
1,548,44,674,671,565.6,28.6,117.3,130
1,508.5,53,674,670,530,31.8,111.1,130
1,587.4,53,674,718,565.6,31.8,142.8,130
2,352.3,39,660,500,500,31.8,75.2,135
1,558.4,53,674,718,565.6,28.6,181.7,130
2,485,34,736,720,586,28.6,100,135
1,515,53,674,718,520,31.8,120,130
1,566,50,674,740,564.4,27.2,140,130
2,467.7,53,660,718,565.6,31.8,110,130
2,450.2,36,650,600,530,31.8,117.2,135
1,607.5,47,674,766,595.8,31.8,150.4,130
1,630,52,693,770,565.6,28.6,196.1,130
1,563,50,700,820,565.6,31.8,207.4,130
1,385,32,670,440,565.6,31.8,95,130
2,429.2,34,736,718,565.6,31.8,103.4,130
1,476.8,53,674,718,525.6,31.8,102.1,130
1,547,53,674,804.9,593,31.8,184.8,130
1,494,50,609,600,565.6,28,109.3,130
1,520,50,674,768,565.6,35,165,130
1,550,53,674,738,,32,164.8,130
1,511.4,52,674,740,520,31.8,119.2,130
1,722,52,674,780,562.2,31.8,145.6,130
1,724.4,53,674,780,565.6,31.8,154.6,130
2,515.2,36,736,718,565.6,31.8,81.8,135
2,427,0,698.5,701,565.6,45,141,135
2,427,0,698.5,701,565.6,45,141,135
2,355.1,42,650,500,565.6,31.8,119.1,135
1,675,50,674,751,608.3,31.8,175,130
1,520,52,674,790,565.6,31.8,175,130
1,499.4,50,674,718,565.6,30,145,130
1,530,52,676,760,569.1,31.8,154.9,130
1,452.6,53,674,600,569.8,31.8,100,130
1,578.3,53,674,821.2,565.6,31.8,173,130
1,641.1,53,674,800,591.7,31.8,176.2,130
2,460,32,670,690,570,31.8,107.9,135
2,460,32,670,710,570,31.8,114,135
1,547.8,53,674,718,565.6,31.8,120,130
1,552,53,674,718,565.6,31.8,120,130
1,495.2,53,685,673,565.6,28.6,116,130
1,530.7,53,674,710,565.6,28.5,115.2,130
2,575,44,689,710,565.6,31.8,120,135
1,540,46,700,768,565.6,29,120,120
1,515.2,53,674,718,565.6,31.8,145,130
1,514.6,107,674,708,565.6,31.8,53.5,130
1,514.6,107,674,708,465.6,31.8,28.9,130
1,560,53,680,743,565.6,28.6,148.6,130
1,560,53,682,758,664.6,31.8,210,130
1,514.6,52,674,704,565.6,31.8,48.8,130
1,550,53,674,718,565.6,31.8,157.5,130
1,560,53,674,745,565.6,31.8,137.2,130
2,515.3,53,685,718,565.6,31.8,98.7,135
1,535.8,53,674,708,565.6,28.6,123.2,130
1,530.8,53,685,718,565.6,28.6,109.5,130
1,548.3,49,674,718,565.6,31.8,145,130
2,392.3,32,674,650,565.6,31.8,126.8,135
2,430,35,655,650,565.6,30,100,130
1,535.8,53,674,708,565.6,28.6,123.2,130
1,577.2,53,674,738,565.6,31.8,154,130
1,529,53,674,718,530,28.6,105.7,130
1,590,53,674,738,565.6,31.8,162.4,130
1,577.2,53,674,738,565.6,31.8,154,130
1,535.8,50,674,700,565.6,28.6,118.2,130
1,547,47,660,760,490,31.8,107.4,130
1,577.4,53,674,718,565.6,31.8,140,130
1,576.7,50,674,718,560,30,140.6,130
1,601.3,53,674,768,565.6,28.6,157.3,130
1,508,53,674,768,565.6,31.8,140,130
1,535.4,53,674,702,565.6,31.8,110,136
2,490.5,38,736,768,565.6,34.8,141.5,135
1,534.8,53,628,718,570,28.6,176,135
1,535.4,53,674,702,565.6,31.8,110,136
1,535.4,53,674,702,565.6,31.8,110,136
1,535.4,53,674,702,565.6,31.8,110,136
1,535.4,53,674,702,565.6,31.8,110,136
1,535.4,53,674,702,565.6,31.8,110,136
1,535.4,53,674,702,565.6,31.8,110,136
1,535.4,53,674,702,565.6,31.8,110,136
2,450,38,725,538,565.6,38,95,135
2,475,39,670,565,565.6,40,146.9,130
1,621,53,674,781.8,555,28,166.9,130
1,528,53,674,700,520,29,106.1,126
1,535.2,53,674,704,565.6,28.8,113.1,130
1,535.2,53,674,704,565.6,28.8,113.1,130
1,516.6,110,650,708,462.5,31.8,44.7,140
1,550,53,674,755,565.6,31.8,161,130
1,530,53,674,718,548,31.8,144.6,130
1,560,53,680,743,565.6,28.6,165,130
1,567.2,53,674,820,480,31.8,120,130
1,600,53,674,730,565.6,31.8,130,130
1,513.3,52,674,718,563.8,30,130,130
1,562.2,50,674,718,540,31.8,114.6,130
1,425.4,53,674,718,512,31.8,92.6,130
1,519.4,50,674,718,530,30,110,130
1,545.8,50,674,718,565.6,31.8,120,130
1,535.2,53,674,704,565.6,28.8,113.5,130
1,535.2,53,674,704,565.6,28.8,113.5,130
1,515,50,674,718,550,31.8,137.7,130
1,513,53,674,718,565.6,31.8,122.6,130
2,465,34,699,580,589.9,31.8,120,130
2,465,30,910,600,589.9,31.8,110,130
2,457,42,736,600,602,31.8,110,130
2,462.1,32,770,755,602.3,29,108.6,135
1,537.6,53,674,710,568.4,28.6,148,130
1,535.3,50,674,704,565.6,28.6,113.5,130
1,535.3,50,674,704,565.6,28.6,113.5,130
1,535.3,50,674,704,565.6,28.6,113.5,130
1,535.3,50,674,704,565.6,28.6,113.5,130
1,564,50,670,743,565.6,28.6,142.5,130
1,485.9,53,674,718,565.6,31.8,149.6,130
1,560.7,53,674,800,520,31.8,103.7,130
1,650.8,50,674,725,545,31.8,140.2,130
1,472.3,52,674,685,565.6,31.8,110,130
1,529.4,52,674,685,565.6,31.8,93.7,130
1,551.8,53,674,718,565.6,31.8,108.8,130
1,564,50,670,750,565.6,28.6,142.5,130
1,467,53,675,680,565.6,31.8,100,130
1,548.7,50,674,640,565.6,31.8,120.3,130
1,509.5,50,674,640,565.6,31.8,110,130
1,545,53,674,800,587,31.8,174.5,130
1,395,53,674,500,565.6,32,152.7,130
1,515.2,53,674,718,565.6,31.8,145,130
1,575,53,599,718,565.6,31.8,90,130
2,406,28,700,685,640.3,31.8,106,135
1,580,53,674,718,565.6,31.8,150,130
1,548.1,53,674,718,565.6,35,136.4,130
1,469.5,50,676,655,537,31.8,127.1,130
1,623,53,674,718,564,31.8,181.9,130
2,457.8,36,736,718,591.1,31.8,74.1,135
1,584,50,670,774,575.9,28.6,160.4,130
1,515.3,50,674,718,565.6,31.8,145,130
1,514.1,50,674,755,565.6,31.8,113.1,130
1,514.1,50,674,755,565.6,31.8,113.1,130
1,514.1,50,674,755,565.6,31.8,113.1,130
1,705.3,53,674,815,565.6,31.8,170,130
1,460.4,55,674,750,565.6,31.8,171.5,130
1,514,53,674,718,,31.8,132.7,130
1,514,53,674,718,,31.8,132.7,130
1,514,53,674,718,,31.8,132.7,130
1,514,53,674,718,,31.8,132.7,130
1,514,53,674,718,,31.8,132.7,130
1,514,53,674,718,,31.8,132.7,130
1,514,53,674,718,,31.8,132.7,130
1,514,53,674,718,,31.8,132.7,130
1,514,53,674,718,,31.8,132.7,130
1,514,53,674,718,,31.8,132.7,130
1,514,53,674,718,,31.8,132.7,130
1,514,53,674,718,,31.8,132.7,130
1,530,50,685,740,580.5,31.8,161.3,130
1,570.8,52,674,773,564.7,28.6,144.8,130
2,460,36,736,718,565.6,31.8,87.6,135
2,514.9,53,674,718,565.6,31.8,154.7,130
2,515.2,53,674,718,565.6,31.8,156.9,135
1,660,52,686,842,711.9,31.8,295,130
2,515.4,39,710,710,565.6,31.8,87.7,135
2,515.2,39,770,718,565.6,31.8,97.7,135
1,626.4,53,674,820,565.6,31.8,205,130
1,528.1,50,678,750,560,31.8,120,130
1,602,53,680,840,565.6,31.8,170,130
2,449.1,32,670,630,537.1,31.8,110,142
2,559,34,670,770,565.6,31.8,120.7,130
2,470,34,670,770,565.6,31.8,120.8,130
1,515.3,48,674,745,566,31.8,136.9,130
2,405,30,736,704,610,35,113.4,142
1,530,44,670,718,565.6,31.8,47.7,135
1,449.7,55,674,718,520,31.8,100.7,130
1,449.7,55,674,718,520,31.8,100.7,130
1,521.6,60,684,712,565.6,31.8,104.4,130
1,557.4,46,674,700,565.6,28.6,129.4,130
1,528,53,674,700,520,29,106.1,126
1,514.8,55,674,730,565.6,31.8,166,130
1,591.7,53,674,768,565.6,31.8,165,130
1,43.5,53,1320,50,1500,31.8,100,120
1,550.2,42,674,650,565.6,31.8,145,120
1,540,53,674,700,565.6,31.8,107.8,130
1,515.2,53,674,718,565.6,31.8,145,130
1,516,53,674,748,579.3,31.8,166.7,130
1,520,50,676,768,565.6,35,165,130
1,680,53,674,825,565.6,34.8,180,130
1,663.6,53,674,726.2,565.6,45,144.4,130
1,602,53,680,840,565.6,31.8,170,130
1,580,50,674,810,565.6,31.8,198.9,130
1,550,50,674,760,582,31.8,172,130
1,550,50,674,760,582,31.8,172,130
1,550,50,674,760,582,31.8,167.5,130
1,550,50,674,760,582,31.8,167.5,130
1,580,50,674,810,565.6,31.8,139.7,130
1,520,49,674,722,565.6,30,141.1,130
1,560.1,53,674,715,519,31.8,96.3,130
1,559.9,53,674,715,519,31.8,92.4,130
1,550,50,674,760,587,31.8,172.8,130
1,601.7,53,674,775,565.6,31.8,143.2,130
1,554.5,52,674,710,541.6,28.4,130,130
1,565,52,694,760,565.6,28.6,129.3,130
1,487.7,53,674,700,565.6,31.8,110,130
1,467.4,53,674,645,565.6,28.6,108.4,130
1,488.4,52,674,695,565.6,31.8,90,130
1,500,52,676,757.5,565.6,31.8,121.5,130
1,488.3,52,674,695,565.6,30,90.3,130
1,540.5,50,676,755,565.6,31.6,132.3,130
1,473.4,52,676,700,565.6,31.8,108.3,130
1,500,52,676,757.5,565.6,31.8,121.5,130
1,520,52,676,757.5,565.6,31.8,139.5,130
1,484.8,53,674,785,470,31.8,100.2,130
1,531,52,674,755,551,31.8,139.9,130
2,483,40,699,650,615.2,30,125.7,135
1,490,50,687,650,565.6,31.8,145,130
1,105,60,431.8,625,565.6,30,700,130
1,546.3,50,674,730,510,31.8,84,130
1,515.2,50,674,718,565.6,31.8,145,130
1,505.8,50,674,800,545,31.8,128.4,130
1,515.2,45,674,718,565.6,31.8,145,130
1,434.3,50,615,600,487.3,31.8,115,130
1,480.2,53,674,615,510,31.8,94.5,130
1,514.8,50,674,718,565.6,31.8,145.3,130
1,517,10,674,590,565.6,0,177.6,130
2,410,32,675,655,599,31.8,105.9,130
1,515.2,50,674,718,565.6,0,153,130
2,517.5,55,680,683,565.6,31.8,79.3,135
1,455,54,674,658,500,31.8,122.9,130
1,948.4,48,486,1000,100,31.8,191.8,130
1,948.4,52,685,1150,100,31.8,138.4,130
1,948.4,52,685,1150,100,31.8,138.4,130
1,539.2,52,674,718,522,31.8,102.4,130
2,440,28,736,740,565.6,31.8,104.3,135
1,539.2,52,674,718,522,31.8,102.4,130
1,533.5,53,674,718,526,35,90.3,130
1,513,53,674,718,565.6,31.8,122.6,130
1,513,53,674,718,565.6,31.8,122.6,130
1,513,53,674,718,565.6,31.8,122.6,130
1,948.4,52,685,1150,100,31.8,138.4,130
1,555,47,680,724,522.5,31.8,126.3,130
1,544.6,45,674,665,565.6,31.8,145,130
1,544.6,45,674,665,565.6,31.8,145,130
1,513,53,674,718,565.6,31.8,122.6,130
1,540,50,676,709,565.6,50,151,130
1,515.2,45,674,718,565.6,31.8,140.9,130
1,540,52,672,718,565.6,29,108.4,130
1,509.7,53,674,718,565.6,0,142.8,130
1,580.6,48,674,718,565.6,31.8,165.7,130
1,515.2,53,674,718,565.6,31.8,145,130
1,611,10,1000,718,615,0,68,130
1,660,52,700,842,711.9,31.8,295,135
1,574.1,55,674,718,503,31.8,87.5,130
1,565.2,50,674,718,565.6,31.8,145,130
1,547.3,58,674,790,525,31.8,94.2,130
1,534.8,53,674,718,521.7,31.8,114.4,130
1,532.1,53,674,718,504,31.8,88.4,130
2,517.5,46,680,683,565.6,31.8,79.3,135
1,513,53,674,718,565.6,31.8,122.6,130
1,560,44,744,800,564.8,28.6,34.4,135
1,515.2,45,674,718,565.6,31.8,145,130
1,625,50,689,837,610,34.9,185.9,130
1,625,50,670,837,610,34.9,185.9,130
1,500,52,693,770,626.9,25.4,200.3,130
1,582,53,674,718,565.6,31.8,110,130
1,589.9,53,670,745,604,28.6,207,130
1,574.6,50,674,718,504.1,31.8,80.7,130
1,549.4,53,674,700,545,28.6,111,130
1,463.8,53,674,705,565.6,31.8,110.1,130
2,582.5,32,736,806,565.6,31.8,139.1,135
2,401.8,42,670,670,539.5,29,110,135
1,548.6,53,674,718,510,31.8,89.3,130
1,488.5,53,674,740,525,31.8,104.2,130
1,554.5,52,678,706,550,28.5,125,130
1,660,42,689,850,552.1,30,280,135
1,557.3,53,674,718,535,31.8,117.9,130
1,610,50,674,775,573,31.8,162.5,130
1,537,50,674,775,560,31.8,146.9,130
1,480,53,674,705,494,28.6,84.7,130
1,570.8,56,674,718,520,31.8,89.7,130
1,376.4,53,468,656,335,31.8,69.6,130
1,454.7,50,674,718,600,31.8,105.9,130
1,526.9,50,689,710,565.6,28.6,121.9,135
1,539.3,50,693,660,565.6,28.6,104.7,135
1,599.9,53,680,699,559.6,31.8,147.7,130
1,533,58,674,710,565.6,31.8,146.2,130
1,548.1,50,674,755,565.6,31.8,150.1,130
1,548.1,50,674,755,565.6,31.8,150.1,130
1,548.1,50,674,755,565.6,31.8,150.1,130
1,520,53,674,680,528,31.8,107.4,130
1,600,53,676,763,584,28.6,175,130
1,625.4,50,689,753,565.6,31.7,170,135
1,596.3,53,676,740,590.9,28.6,169,130
1,468.3,53,674,725,555,31.8,135.5,130
2,514.4,53,674,752.5,565.6,31.8,143.9,130
1,514,53,674,718,,31.8,132.7,130
1,514,53,674,718,,31.8,132.7,130
1,492.4,53,674,708,565.6,31.8,145,130
1,514,53,674,718,,31.8,132.7,130
1,514,53,674,718,,31.8,132.7,130
1,533.4,53,685,718,569.5,31.8,132.4,130
1,524.1,50,674,662,510.6,28.6,101,130
1,562.5,46,692.5,718,565.6,28.6,149,120
1,606.1,50,670,758,565.6,28.9,188.5,130
1,479.3,42,674,740,555.9,35,119.5,130
1,549.5,57,717.5,702,565.6,28.6,102.3,110
1,537,53,674,715,565.6,31.8,79.2,130
1,650,53,674,740,565.6,28.6,112.3,130
1,534.1,53,674,728,515,27,93.8,130
1,626,50,684,758,565.6,28.9,203.7,130
1,562.5,46,692.5,704,565.6,28.6,138.9,120
1,635,53,674,777,565.6,28.6,203,130
1,562.5,46,692.5,704,565.6,28.6,138.9,120
2,508,36,736,785,565.6,31.8,138.8,135
1,543.2,50,674,716,565.6,28.6,111.4,130
1,550.2,48,695,695,565.6,28.6,116.9,130
1,510,53,676,760,565.6,35,163.4,130
1,568.9,53,676,760,565.6,35,155,130
1,697,53,674,807,665,31.8,247.2,135
1,697,53,674,807,665,31.8,247.2,135
1,620,46,670,800.5,585,31.8,166.9,135
1,545,53,674,718,510,31.8,88.6,130
1,618.8,53,674,735,565.6,28.6,185.2,130
1,523,53,674,718,540,31.8,133.7,130
1,618.8,53,674,735,565.6,28.6,185.2,130
1,618.8,53,674,735,565.6,28.6,185.2,130
1,618.8,53,674,765,565.6,28.6,185.2,130
1,520,52,671,718,565.6,29,122.7,130
1,550,52,674,700,545.7,31.8,122.5,130
1,516,53,672,768,571,29,158.3,130
1,618.8,53,674,765,565.6,28.6,185.2,130
1,540,52,674,700,545.7,31.8,112.4,130
1,618.8,53,674,765,565.6,28.6,185.2,130
1,624.8,53,674,765,565.6,28.6,185.3,130
1,606.8,53,674,765,575,31.8,153,130
1,500,44,668,685,,28.6,135,135
1,547,53,674,718,515,31.8,112.6,130
1,550,52,674,700,545.7,31.8,122.5,130
1,572.2,53,674,735,565.6,31.8,150,130
1,530,53,674,698,602.8,31.8,218,130
1,530,53,674,698,602.8,31.8,218,130
1,578.7,53,674,718,565.6,31.7,142.6,130
2,493,30,905,775,672,30,89.7,148
2,493,32,745,775,637,30,113.2,135
1,622.9,53,674,818,567,31.8,138.7,130
1,550,53,674,777,517.5,31.8,159.4,130
2,381.1,46,650,636,500,31.8,86.9,135
1,740,53,674,810,571,34.9,190.5,130
1,740,53,674,810,571,34.9,190.5,130
1,550.2,46,690,704,565.6,28.6,118.7,130
1,550.2,46,690,704,565.6,28.6,118.7,130
1,550.2,46,690,704,565.6,28.6,118.7,130
2,460.9,39,736,740,565,31.8,108.3,130
1,550.2,46,690,704,565.6,28.6,118.7,130
1,550,53,486,710,565.6,31.8,293.5,130
1,447.8,53,664,718,632.5,31.8,170,130
1,593.1,53,674,791,601.5,28.5,190.5,135
1,550.2,46,690,685,565.6,28.8,117,130
1,745,53,674,810,571,34.9,190.3,130
1,560,53,674,755,571.7,31.8,163.3,130
1,554.3,52,678,724,550,28.6,125,130
1,550.2,46,690,685,565.6,28.8,117,130
1,550.2,46,690,685,565.6,28.8,117,130
2,515.2,53,674,718,565.6,31.8,145,130
2,511.4,36,738,724,630,31.8,139.3,135
1,550.2,46,690,685,565.6,28.8,117,130
1,550.2,46,690,685,565.6,28.8,117,130
1,614.8,53,674,765,565.6,28.6,177.4,130
1,573,53,674,718,565.6,31.8,115.8,130
1,610,46,690,796,576.3,31.8,145.4,120
1,661.2,52,674,710.9,565.6,30.25,131.9,130
1,475.3,53,674,670,565.6,28.6,101.4,130
1,602.6,48,674,785,565.6,28.6,156.9,130
1,550.2,46,690,685,565.6,28.8,117,130
1,550.2,46,690,685,565.6,28.8,117,130
1,580,53,674,735,565.6,31.8,161.4,130
1,599.2,54,630,780,565.6,31.8,100,130
1,702,70,685,800,565.6,31.8,153,130
2,457,42,628,650,579,33,146,135
1,602.6,46,674,745,565.6,28.6,156.9,130
2,470,34,736,730,625,31.8,115.4,135
2,470,34,736,730,625,31.8,115.4,135
1,528,52,674,760,565.6,31.8,150,130
1,560,51,674,750,564,31.8,160.4,130
1,560,51,674,750,564,31.8,160.4,130
1,547.1,48,725,685,565.6,28.6,115,120
1,484.1,53,674,683,520.5,31.8,110.2,130
1,547.1,48,725,685,565.6,28.6,115,120
1,550.2,46,690,685,565.6,28.8,117,130
1,613.7,52,674,716,565.6,31.8,118.9,130
1,515.2,53,674,718,565.6,31.8,145,130
1,613.5,52,676,716,565.6,31.8,110,130
1,602.6,46,674,745,565.6,28.6,156.9,130
1,500,53,672,750,560,31.8,150,130
1,630,53,674,816,565.6,31.8,182.4,130
1,500,44,688,745,565.6,30,136,130
1,547.1,48,725,685,565.6,28.6,115,120
1,547.1,48,725,685,565.6,28.6,115,120
1,517,53,674,718,565.6,31.8,104,130
1,510,53,674,748,565.6,31.8,145.1,130
1,548.4,52,682.5,704,536.7,28.85,117,129
1,575,50,674,740,565.6,28.6,143,130
1,570,56,674,768,565.6,31.8,137.2,130
1,548.4,52,682.5,704,536.7,28.85,117,129
1,548.4,52,682.5,704,536.7,28.85,117,129
1,512.4,53,658,684,560.7,42,151.3,130
1,330.9,36,486,450,565.6,31.8,123.9,130
2,483,32,738,742,565.6,29,136.7,142
1,515.2,53,674,718,565.6,31.8,145,130
1,622.6,53,674,818,567,31.8,138.2,130
1,548.4,51,682.5,704,536.7,28.85,117,129
1,548.4,52,682.5,704,536.7,28.85,117,129
1,520,46,674,770,,34.9,140,135
1,490.8,53,674,718,525,31.8,104.2,130
2,470,34,736,718,565.6,31.8,114.8,130
2,470,34,736,718,565.6,31.8,114.8,130
1,572,53,674,658,513,31.8,120.6,130
1,599.8,50,674,770,565.6,28.8,173,130
1,510,53,674,710,565.6,31.8,120.8,130
1,500,52,674,714,523.9,31.8,145,130
1,500,53,661,680,523,27,116.3,130
1,589.1,46,676,735,577.1,28.6,167.7,130
1,515.1,46,668,718,550,26.8,131.2,130
1,581.9,53,674,733,550,31.8,150.2,130
1,469.5,52,674,620,565.6,31.8,99.51,130
1,149.7,39,304,250,565.6,31.8,100,130
1,552.4,46,685,704,565.6,28.6,112,120
1,552.4,46,685,704,565.6,28.6,112,120
1,552.4,46,685,704,565.6,28.6,112,120
1,552.4,46,685,704,565.6,28.6,112,120
1,510,53,674,760,565.6,34.9,155,130
1,467,53,675,680,565.6,31.8,100,130
1,511.8,53,674,740,550,31.8,100,130
1,590.9,53,674,718,565.6,31.8,163.4,130
1,555.7,53,684,720,565.6,31.8,142.8,130
1,546.7,44,676,718,565.6,31.8,137.7,130
1,499.9,52,674,620,565.6,31.8,114,130
2,400,42,736,600,526.4,31.8,86.1,130
2,400,30,736,600,526.4,31.8,92.1,130
1,683.1,53,674,768,565.6,25,144.1,130
1,567.6,56,674,768,565.6,35,224.9,130
1,531.4,53,674,706,565.6,28.6,125,130
1,695.7,55,674,768,565.6,31.8,165.3,130
1,486,53,674,715,565.6,31.8,151.4,130
1,571.8,53,674,770,565.6,40,134.8,130
1,507,53,675,705.7,565.6,31.8,134.5,130
